,question,answer,img_id,type
11210,có bao nhiêu người trong một cánh đồng bay một con diều màu vàng,hai,308103,1
11211,có bao nhiêu bức ảnh ghép về một vận động viên trượt tuyết mặc áo khoác đỏ và quần nâu,bốn,95155,1
11212,có bao nhiêu người thắp nến trên bánh,ba,27578,1
11213,"có bao nhiêu con ngựa chăn thả trong các chuồng khác nhau, một số mặc chăn",bốn,435334,1
11214,có bao nhiêu con ngựa vằn uống nước từ một cái máng trong chuồng của chúng,ba,53893,1
11215,có bao nhiêu đĩa bánh pizza xếp thành một hàng,bốn,510564,1
11216,có bao nhiêu con voi trong một cái bút với cái hòm của chúng đã được nâng lên,hai,221089,1
11217,"có bao nhiêu người đang đi dạo trên bãi biển, với một người mang theo ván lướt sóng",hai,159738,1
11218,có bao nhiêu thanh niên đang đứng trên vỉa hè,ba,158786,1
11219,có bao nhiêu người đang chơi trò ném đĩa trong hồ bơi,ba,98162,1
11220,có bao nhiêu người đàn ông mặc vest cầm điện thoại di động,hai,271116,1
11221,có bao nhiêu người đàn ông đang cùng nhau nhảy bắt đĩa bay,bốn,339384,1
11222,có bao nhiêu con mèo đang ngồi cạnh chiếc vali đen mà một con mèo khác đang đặt,một,174137,1
11223,có bao nhiêu đường ở góc đường henry st. and love la,một,493503,1
11224,có bao nhiêu người đứng trước một con voi xám bên cạnh hàng rào xanh,bốn,11791,1
11225,có bao nhiêu con ngựa vằn theo sau con khác trên một cảnh quan khô khan,một,453906,1
11226,có bao nhiêu người đi bộ với ván lướt sóng trên bờ biển,bốn,374848,1
11227,có bao nhiêu vòi chữa cháy màu vàng đang ngồi trên bãi cỏ gần một cây xăng cạnh biển hiệu đường phố,một,477831,1
11228,có bao nhiêu bức tranh có đồng hồ và khung ảnh,ba,243823,1
11229,trên khay có bao nhiêu chiếc hotdog với ớt một củ hành,hai,266951,1
11230,có bao nhiêu chàng trai chơi tennis trên sân tennis,ba,320428,1
11231,có bao nhiêu người đi xe đạp một số cây và một con chim bồ câu,ba,515289,1
11232,có bao nhiêu con hươu cao cổ đang ở trong một cái bao vây dưới một số cây,ba,98326,1
11233,có bao nhiêu bức ảnh chụp các cậu bé trên ván trượt đang làm trò,hai,456521,1
11234,có bao nhiêu người ăn pizza và uống nước ngọt,hai,41279,1
11235,bánh sinh nhật bao nhiêu tuổi với ngựa trên đỉnh,sáu,13605,1
11236,có bao nhiêu đĩa pizza ngồi trên đỉnh bàn gỗ,bốn,510564,1
11237,"có bao nhiêu chàng trai trong tuyết, đang đóng đai trên bảng tuyết của họ",sáu,505477,1
11238,có bao nhiêu người trượt tuyết trên địa hình bằng phẳng,ba,452404,1
11239,có bao nhiêu con voi được nhìn thấy cùng nhau đi dạo trong tự nhiên,hai,430391,1
11240,có bao nhiêu con ngựa gặm cỏ trên đỉnh đồi,ba,457776,1
11241,có bao nhiêu con ngựa vằn cỏ xanh bụi cây và cây,bốn,71502,1
11242,có bao nhiêu chiếc máy bay đang bay gần nhau trên không trung,bốn,130892,1
11243,có bao nhiêu con chó đang chơi với một món đồ chơi màu vàng bên ngoài,hai,512118,1
11244,"có bao nhiêu con ngựa đứng ở bên ngoài, kim loại, cầm bút",bốn,377421,1
11245,có bao nhiêu con chó trên bãi cỏ cắn vào một chiếc đĩa bay màu đỏ,ba,275542,1
11246,có bao nhiêu bình khác nhau trên kệ,ba,551889,1
11247,có bao nhiêu người đàn ông trẻ đang ngồi trên ghế dài chơi trò chơi trên nintendo wii,hai,472749,1
11248,có bao nhiêu con hươu cao cổ đang đứng dưới bóng cây,ba,282987,1
11249,có bao nhiêu người đàn ông leo núi lúc mặt trời mọc,ba,355678,1
11250,có bao nhiêu con cừu ở bên sườn đồi đá,ba,269235,1
11251,có bao nhiêu con cừu đang chăn thả trên cánh đồng với cỏ xanh,bốn,391018,1
11252,có bao nhiêu chàng trai trẻ cho hai cô gái xem bàn chải đánh răng,hai,411501,1
11253,có bao nhiêu bông hoa nhô ra khỏi thành của một cái bát nhỏ,hai,467082,1
11254,có bao nhiêu người đang băng qua đường tại một ngã tư,hai,291503,1
11255,có bao nhiêu người lướt ván trên núi với những cái cây ở đằng xa,bốn,55517,1
11256,có bao nhiêu người đứng quanh bàn với một cái bánh,hai,362118,1
11257,có bao nhiêu biển báo khác nhau được dán trên hai cột trên vỉa hè,bảy,316447,1
11258,có bao nhiêu đứa trẻ trong hai trường hợp quần áo,hai,377339,1
11259,có bao nhiêu con ngựa nhìn ra từ một khu vực kín,hai,555782,1
11260,có bao nhiêu bánh xe tải trên đường rải sỏi,ba,201903,1
11261,có bao nhiêu người đang ngồi trên băng ghế để chiêm ngưỡng nước,ba,393630,1
11262,có bao nhiêu người trên ván trượt tạo dáng trên đồi tuyết,ba,346795,1
11263,có bao nhiêu con cú nhỏ tụ tập với nhau trong một bao vây,hai,88621,1
11264,có bao nhiêu người cưỡi ngựa trên con đường mòn bên sông,hai,170173,1
11265,có bao nhiêu con ngựa bên cạnh vùng nước sau hàng rào,năm,62151,1
11266,có bao nhiêu người trên bãi biển đang bay để bắt một chiếc dĩa ,hai,550576,1
11267,có bao nhiêu chiếc xe đạp màu xanh đậu trước một tòa nhà,hai,478132,1
11268,có bao nhiêu đồng hồ treo trên hình vuông từ trần nhà,bốn,533004,1
11269,có bao nhiêu người đang trượt tuyết băng đồng cùng nhau,hai,222394,1
11270,"kỳ lạ, có bao nhiêu biển báo trên một ngọn đồi cách xa dòng xe cộ",bốn,169589,1
11271,có bao nhiêu chiếc xe buýt hai tầng đậu gần chiếc xe tải màu xanh lá cây,ba,36012,1
11272,có bao nhiêu ly rượu khác nhau trên bàn,năm,576831,1
11273,có bao nhiêu mét đậu xe bị tuyết bao phủ,hai,73823,1
11274,có bao nhiêu cô gái xinh đẹp đứng cạnh nhau,bốn,131366,1
11275,có bao nhiêu con cừu đang chăn thả trên một cánh đồng cỏ,bốn,359420,1
11276,có bao nhiêu người đàn ông đang đẩy con ngựa lên phía sau của một chiếc xe kéo ngựa,ba,97924,1
11277,có bao nhiêu con hươu cao cổ đang đứng cạnh nhau,ba,148002,1
11278,có bao nhiêu con gấu bông nhỏ với cái đầu to nằm trên chiếc khăn trải bàn ca rô màu hồng và trắng,ba,154650,1
11279,có bao nhiêu con hươu cao cổ đang đứng cạnh nhau khi chúng ăn cây,hai,523183,1
11280,"có bao nhiêu con cừu trên đồi đang ăn cỏ, nhìn ra đại dương",năm,238748,1
11281,có bao nhiêu người đàn ông đội mũ cao bồi đang trói chân một con bò,hai,149616,1
11282,có bao nhiêu xe tải đậu thành hàng trên đường phố,ba,434991,1
11283,có bao nhiêu chiếc bánh rán bên trong một hộp bánh rán dunkin 'đang mở,sáu,411624,1
11284,có bao nhiêu con cừu đang đứng trên bãi cỏ bên cạnh một cái bia đá với một chiếc đèn lồng,bốn,414067,1
11285,có bao nhiêu cái bình được bày trên bệ,bảy,140352,1
11286,có bao nhiêu người với vợt tennis trò chuyện tại mạng,ba,508855,1
11287,có bao nhiêu con voi đang đi dạo cùng nhau,hai,77979,1
11288,có bao nhiêu người đàn ông mặc quân phục cùng với hai người đàn ông khác đang cắt bánh,hai,229896,1
11289,có bao nhiêu người đàn ông đứng trên ván lướt sóng trên bãi biển,ba,187451,1
11290,có bao nhiêu cái bánh mì nướng đang ngồi trên đĩa uống nước,hai,284008,1
11291,có bao nhiêu con ngựa vằn đứng cùng nhau trong cánh đồng cỏ,ba,504635,1
11292,có bao nhiêu người đàn ông tạo dáng chụp ảnh khi họ ngồi trên xe máy của họ,năm,239988,1
11293,có bao nhiêu nam vận động viên trượt tuyết đang đứng trên dốc trượt tuyết,ba,394058,1
11294,có bao nhiêu con chó nâu ngồi trên chiếc ghế dài với sợi dây của chúng,hai,515226,1
11295,có bao nhiêu người đang đứng trên ghế công viên với một con chó bị xích,ba,86754,1
11296,có bao nhiêu cuốn sách về đất sét polyme xếp chồng lên nhau trên giường,bốn,285477,1
11297,có bao nhiêu con mèo chơi với quả chuối trong khi một con khác nằm trên tấm thảm,một,237286,1
11298,có bao nhiêu xe máy cảnh sát đang lái xe xuống đường trước một chiếc xe cảnh sát,hai,574299,1
11299,một người đàn ông cạo râu bao nhiêu giai đoạn,bốn,199835,1
11300,có bao nhiêu con chó đang nằm xuống trong khi người kia cố gắng chơi với anh ta,một,310757,1
11301,có bao nhiêu người đàn ông đang chơi trò ném đĩa trên bãi biển,ba,25643,1
11302,có bao nhiêu trẻ em mà tất cả các cô gái chơi trò chơi điện tử trên tv,bốn,470267,1
11303,có bao nhiêu người đàn ông đang mang hành lý lên một lối đi có mái che,hai,457169,1
11304,"thanh niên mặc quần jean, áo phông đi xe đạp bao nhiêu tốc độ mà không dùng tay để điều khiển",mười,67117,1
11305,có bao nhiêu phụ nữ đạp xe trên đường trong ngày,ba,355231,1
11306,có bao nhiêu đứa trẻ đang chụp ảnh chung ở sân sau,ba,98881,1
11307,có bao nhiêu người đi xe máy đang rẽ vào một khúc cua trên con đường nông thôn,hai,475769,1
11308,có bao nhiêu người đi bộ trong tuyết với cột trượt tuyết và ba lô,sáu,505455,1
11309,có bao nhiêu con hươu cao cổ đang đi xuyên qua bãi cỏ gần một cái cây,hai,267256,1
11310,có bao nhiêu cái kéo có một sợi dây trên đó,một,517936,1
11311,có bao nhiêu người với một con chó nhỏ đang đứng trên băng ghế,bốn,86754,1
11312,có bao nhiêu người đang chơi trong trận đấu đôi tennis,bốn,427901,1
11313,có bao nhiêu người đàn ông đang vươn tới một chiếc đĩa bay,hai,103252,1
11314,có bao nhiêu người đàn ông đang chơi trò chơi trên bãi cỏ,năm,432233,1
11315,có bao nhiêu máy tính xách tay trên bàn với một số hình ảnh hiển thị,hai,430889,1
11316,có bao nhiêu người với ván lướt sóng đang nhìn xuống nước,ba,371651,1
11317,có bao nhiêu người đứng trên ván trượt tuyết trên tuyết,ba,304614,1
11318,ô tô đậu trên cây đô thị có bao nhiêu làn đường,ba,352410,1
11319,có bao nhiêu người đàn ông chơi trò ném đĩa vào một ngày nắng đẹp trong công viên,hai,260982,1
11320,có bao nhiêu phụ nữ mặc trang phục trong phòng,ba,75603,1
11321,có bao nhiêu người đang sử dụng máy tính xách tay trong một quán cà phê,hai,476065,1
11322,có bao nhiêu con ngựa đen đang đứng với một giỏ hàng gắn liền với chúng,hai,577488,1
11323,có bao nhiêu người đàn ông đang ngồi dưới ô trên vỉa hè,hai,40083,1
11324,có bao nhiêu con cừu đang chăn thả trên đồng cỏ gần hàng rào dây thép,hai,149253,1
11325,có bao nhiêu người đàn ông với túi đi bộ về phía xe buýt,hai,504726,1
11326,có bao nhiêu con hươu cao cổ ở đồng bằng cỏ với cây cối trên nền,bốn,30423,1
11327,có bao nhiêu con dê núi đứng giữa đường,ba,353311,1
11328,có bao nhiêu người đàn ông mỉm cười và đang vật lộn trước một chiếc bánh,hai,421840,1
11329,có bao nhiêu con hươu cao cổ đứng bên ngoài một tòa nhà lớn,hai,156308,1
11330,có bao nhiêu người đang chăm chú nhìn vào một cái hang gấu,năm,454683,1
11331,có bao nhiêu cái bình có kích thước khác nhau đang ngồi trên bàn,ba,9127,1
11332,có bao nhiêu chiếc bánh riêng biệt được tạo thành chiếc bánh sinh nhật tàu hỏa,năm,109924,1
11333,có bao nhiêu con hươu cao cổ đi bộ trên mặt đất cát,bốn,174238,1
11334,có bao nhiêu người đang ngồi trên một chiếc ghế dài cùng nhau,ba,425269,1
11335,biển báo cho người lái xe biết họ chỉ có thể đi bao nhiêu đường,một,498563,1
11336,có bao nhiêu con chim trên một số tảng đá gần đại dương,ba,345685,1
11337,có bao nhiêu con ngựa vằn đang đứng trên cỏ bên cây,ba,504635,1
11338,có bao nhiêu đứa trẻ đang chơi trò chơi video trong khi đứng,bốn,116286,1
11339,có bao nhiêu con bò đang ngồi trên cỏ dưới gốc cây,hai,452772,1
11340,nền núi có bao nhiêu con chim đang đậu,ba,217229,1
11341,có bao nhiêu người phụ nữ đang nhìn chuối ở một khu chợ mở,hai,183594,1
11342,có bao nhiêu người trên màn hình có văn bản có chú thích,hai,237628,1
11343,có bao nhiêu con mèo đứng trong bồn rửa trong khi con kia ngủ trong toilet,một,473500,1
11344,có bao nhiêu cậu bé chơi trò ném đĩa trong công viên,năm,159398,1
11345,có bao nhiêu con hươu cao cổ trong một cái chuồng gần một tòa nhà,bốn,171484,1
11346,có bao nhiêu bộ điều khiển trò chơi nintendo wii đang ngồi trên bàn,hai,523505,1
11347,có bao nhiêu đường '' biển báo chỉ dẫn về bên phải,một,65916,1
11348,có bao nhiêu lát là tấm chứa pizza pepperoni,một,309539,1
11349,có bao nhiêu người ngồi trên bàn với ly rượu,ba,450317,1
11350,"ridgewood và charles ave , biển báo dừng  bao nhiêu đường",bốn,199956,1
11351,có bao nhiêu người chơi trò ném đĩa trên sân cỏ,bốn,279176,1
11352,có bao nhiêu quả cam có những khuôn mặt ngộ nghĩnh được vẽ trên chúng,năm,576695,1
11353,có bao nhiêu hươu cao cổ đi bộ xung quanh cánh đồng cỏ lớn,bốn,310240,1
11354,có bao nhiêu hình ảnh món ăn với thức ăn trong đó,bốn,200978,1
11355,có bao nhiêu con hươu cao cổ đang ăn trong khi những con hươu cao cổ khác quan sát,một,41713,1
11356,có bao nhiêu người đang trao cho nhau một high five trên sân tennis,hai,284964,1
11357,có bao nhiêu con cừu đang chăn thả tự do trong cánh đồng mở,ba,503575,1
11358,có bao nhiêu gấu bông nâu với thẻ tên trên chúng,hai,504470,1
11359,một ngày đẹp trời có bao nhiêu con cừu bị xén lông đang ăn cỏ dưới gốc cây,sáu,578958,1
11360,có bao nhiêu con hươu cao cổ đi bộ hoang dã trên địa hình khô cằn,hai,362785,1
11361,có bao nhiêu con mèo đang ngồi trên bậu cửa sổ bên cạnh một cái quạt,một,412377,1
